site_code,cluster_id,display_point.coordinates.latitude,main_address.structured_address.postal_code,display_point.source,main_address.structured_address.country_code,business_status.closed_date,hours,apple_categories.0,names.0.name,business_status.status,main_address.structured_address.state_province,main_address.structured_address.floor,phone_number.number,names.0.locale,main_address.structured_address.locality,main_address.structured_address.street_address.0,display_point.coordinates.longitude,names.0.name_preprocessed,name.set,pair_id,product,brand
30fc8f8e-5bab-4b28-868f-7968831f8569,4431,-4.93378033,34163.0,MANUALLY_PLACED,ID,,,consumer_sector.financial_service.banking_service.atm,ATM BRI,OPEN,Lampung,,,en-ID,Lampung Tengah,Jalan Jenderal Sudirman,105.2207703,atm bri,"{'a', ' ', 't', 'b', 'i', 'r', 'm'}",2664,1,
06af3dc9-c701-42b2-a67b-4150ccc304dd,4431,-4.93378979,34163.0,MANUALLY_PLACED,ID,,,consumer_sector.financial_service.banking_service.atm,ATM BNI,OPEN,Lampung,,,en-ID,Lampung Tengah,Jalan Jenderal Sudirman,105.2209437,atm bni,"{'a', ' ', 't', 'n', 'b', 'i', 'm'}",2664,2,
329034b0-e28d-4584-a16f-cbf6daf44c26,4546,-4.30533613,32312.0,MANUALLY_PLACED,ID,,,consumer_sector.financial_service.banking_service.bank,Bank BNI,OPEN,Sumatra Selatan,,,en-ID,Ogan Komering Ulu Timur,Jalan Merdeka,104.3406519,bank bni,"{'a', ' ', 'n', 'b', 'k', 'i'}",2722,2,
a2c2b6eb-ad00-425b-8d8e-b4bcc9350b51,4546,-4.30523392,32314.0,MANUALLY_PLACED,ID,,,consumer_sector.financial_service.banking_service.bank,Bank BRI,OPEN,Sumatra Selatan,,,en-ID,Ogan Komering Ulu Timur,Jalan Merdeka,104.3404783,bank bri,"{'a', ' ', 'n', 'b', 'k', 'i', 'r'}",2723,1,
409017ee-b031-4912-a9b4-f46b0477d06c,5786,-8.64585422,83611.0,MANUALLY_PLACED,ID,,Mo-Su 08:00-17:00,consumer_sector.financial_service.banking_service.bank,Bank BNI,OPEN,Nusa Tenggara Barat,,,en-ID,Lombok Timur,Jalan Tgh. Zainuddin Abdul Majid,116.5204405,bank bni,"{'a', ' ', 'n', 'b', 'k', 'i'}",3418,2,
0a34640f-f629-44c7-a36d-0ee9b94db3bd,5786,-8.64587034,83611.0,MANUALLY_PLACED,ID,,Mo-Fr 08:00-17:00,consumer_sector.financial_service.banking_service.bank,Bank BTPN,OPEN,Nusa Tenggara Barat,,,en-ID,Lombok Timur,Jalan Teungku Zainuddin Abdul Majid,116.5208477,bank btpn,"{'a', ' ', 'n', 't', 'b', 'k', 'p'}",3419,7,
443db872-abdd-41c2-9c73-6bee2cc007ec,6129,-7.32941923,50721.0,MANUALLY_PLACED,ID,,,civil_service.educational_institution.school.secondary_school.high_school,SMP Kristen 4 Salatiga,OPEN,Jawa Tengah,,,en-ID,Salatiga,Jalan Tentara,110.4982532,smp kristen 4 salatiga,"{' ', 'a', 'i', '4', 'g', 't', 'n', 'l', 'k', 'e', 'p', 's', 'r', 'm'}",3638,smp,4
79bde5f1-54cf-41bd-9c8b-476e99e57359,6129,-7.32977861,50721.0,MANUALLY_PLACED,ID,,,civil_service.educational_institution.school.secondary_school.high_school,SMK Kristen Salatiga,OPEN,Jawa Tengah,,,en-ID,Salatiga,Jalan Tentara Pelajar 6,110.4980623,smk kristen salatiga,"{' ', 'a', 'i', 'g', 't', 'n', 'l', 'k', 'e', 's', 'r', 'm'}",3639,smk,
47cba68a-bac5-44cf-9f33-3f17f55cc1bb,6462,-8.33911665,68162.0,MANUALLY_PLACED,ID,,Mo-Sa 07:00-16:00,civil_service.educational_institution.school.secondary_school.high_school,MTS Nahdlatuth Thalabah,OPEN,Jawa Timur,,,en-ID,Jember,Jalan KH. Imam Bukhori,113.5828967,mts nahdlatuth thalabah,"{' ', 'a', 'h', 'n', 't', 'd', 'l', 'b', 's', 'm', 'u'}",3836,mts,
a4017ae8-aeab-4fb0-a36d-1fb0f5253c9e,6462,-8.338463,68162.0,MANUALLY_PLACED,ID,,Mo-Sa 07:00-16:00,civil_service.educational_institution.school.secondary_school.high_school,SMK Nahdlatuth Thalabah,OPEN,Jawa Timur,,,en-ID,Jember,Jalan KH. Imam Bukhori,113.5828957,smk nahdlatuth thalabah,"{' ', 'a', 'h', 'n', 't', 'd', 'l', 'b', 'k', 's', 'm', 'u'}",3837,smk,
